Item,Spend Category,Exiobase Spend Category,Item Classification,Item Category 1,Item Category 2
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Fruit,"Strawberries, raspberries, blackberries, mulberries, loganberries, cranberries, bilberries, and other fruits of the genus Vaccinium, fresh"
Strawberry jam,"Food, beverages and tobacco",Food products nec,Food and live animals,Fruit,"Jams, fruit jellies, marmalades, fruit or nut pure?e or pastes, as cooked preparations, not including homogenized preparations "
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
String beans,"Agriculture, hunting, forestry and fishing","Vegetables, fruit, nuts",Food and live animals,Vegetables,"Beans, other than broad beans and horse beans, dried, shelled, whether or not skinned or split"
